qa_name,config_name,node_line_name,node_type,module_name,top_k,bm25_tokenizer,vectordb,normalize_method,retrieval_recall,retrieval_mrr,retrieval_ndcg,retrieval_f1,retrieval_precision,execution_time,is_best,module_params_json,node_params_json,summary_path,best_execution_time,best_module_filename,best_module_name,best_module_params,filename,module_params,retrieval_map,test_weight_size,weight_range
qa_all,01_bm25_topk_03,,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/01_bm25_topk_03/0/retrieve_node_line/summary.csv,0.0019003844261169,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,01_bm25_topk_03,retrieve_node_line,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/01_bm25_topk_03/0/summary.csv,0.0019003844261169,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,02_bm25_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/02_bm25_topk_05/0/retrieve_node_line/summary.csv,0.0021867775917053,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,02_bm25_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/02_bm25_topk_05/0/summary.csv,0.0021867775917053,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,03_bm25_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/03_bm25_topk_10/0/retrieve_node_line/summary.csv,0.0032302784919738,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,03_bm25_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/03_bm25_topk_10/0/summary.csv,0.0032302784919738,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,04_bm25_topk_20,,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/04_bm25_topk_20/0/retrieve_node_line/summary.csv,0.0055310940742492,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,04_bm25_topk_20,retrieve_node_line,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/04_bm25_topk_20/0/summary.csv,0.0055310940742492,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,05_bm25_tokenizer_sweep_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/summary.csv,0.0021499800682067,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,05_bm25_tokenizer_sweep_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/05_bm25_tokenizer_sweep_topk_05/0/summary.csv,0.0021499800682067,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,06_bm25_tokenizer_sweep_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/summary.csv,0.003509624004364,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_all,06_bm25_tokenizer_sweep_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_all/06_bm25_tokenizer_sweep_topk_10/0/summary.csv,0.003509624004364,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,03_bm25_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.7932619047619047,0.8445456497676328,0.1818181818181819,0.0999999999999999,0.0029969525337219,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/03_bm25_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.7932619047619047,,
qa_chart_pattern,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.7932619047619047,0.8445456497676328,0.1818181818181819,0.0999999999999999,0.002702088356018,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.7932619047619047,,
qa_chart_pattern,04_bm25_topk_20,,,BM25,20,porter_stemmer,,,1.0,0.7932619047619047,0.8445456497676328,0.0952380952380952,0.0499999999999999,0.0048712182044982,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 20}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/04_bm25_topk_20/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",0.7932619047619047,,
qa_chart_pattern,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,space,,,1.0,0.7887619047619048,0.8414989867077588,0.1818181818181819,0.0999999999999999,0.0026357698440551,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 10, 'bm25_tokenizer': 'space'}",0.7887619047619048,,
qa_chart_pattern,02_bm25_topk_05,,,BM25,5,porter_stemmer,,,0.97,0.7885,0.834088172692139,0.3233333333333334,0.1939999999999999,0.0016895508766174,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/02_bm25_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.7885,,
qa_chart_pattern,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,porter_stemmer,,,0.97,0.7885,0.834088172692139,0.3233333333333334,0.1939999999999999,0.0020261049270629,False,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.7885,,
qa_chart_pattern,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,space,,,0.98,0.7856666666666665,0.8346035815033451,0.3266666666666667,0.1959999999999999,0.0021700072288513,True,"{""bm25_tokenizer"": ""space"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.7856666666666665,,
qa_chart_pattern,01_bm25_topk_03,,,BM25,3,porter_stemmer,,,0.89,0.77,0.8009487605714333,0.445,0.2966666666666666,0.0014286923408508,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 3}",{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/01_bm25_topk_03/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.77,,
qa_chart_pattern,01_bm25_topk_03,,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/01_bm25_topk_03/0/retrieve_node_line/summary.csv,0.0014286923408508,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,01_bm25_topk_03,retrieve_node_line,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/01_bm25_topk_03/0/summary.csv,0.0014286923408508,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,02_bm25_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/02_bm25_topk_05/0/retrieve_node_line/summary.csv,0.0016895508766174,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,02_bm25_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/02_bm25_topk_05/0/summary.csv,0.0016895508766174,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,03_bm25_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/03_bm25_topk_10/0/retrieve_node_line/summary.csv,0.0029969525337219,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,03_bm25_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/03_bm25_topk_10/0/summary.csv,0.0029969525337219,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,04_bm25_topk_20,,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/04_bm25_topk_20/0/retrieve_node_line/summary.csv,0.0048712182044982,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,04_bm25_topk_20,retrieve_node_line,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/04_bm25_topk_20/0/summary.csv,0.0048712182044982,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,05_bm25_tokenizer_sweep_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/summary.csv,0.0021700072288513,1.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'space'}",,,,,
qa_chart_pattern,05_bm25_tokenizer_sweep_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/05_bm25_tokenizer_sweep_topk_05/0/summary.csv,0.0021700072288513,1.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'space'}",,,,,
qa_chart_pattern,06_bm25_tokenizer_sweep_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/summary.csv,0.002702088356018,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_chart_pattern,06_bm25_tokenizer_sweep_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_chart_pattern/06_bm25_tokenizer_sweep_topk_10/0/summary.csv,0.002702088356018,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,03_bm25_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.3862023809523809,0.5313981753632365,0.1818181818181819,0.0999999999999999,0.0032399702072143,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/03_bm25_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.3862023809523809,,
qa_instruction,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.3862023809523809,0.5313981753632365,0.1818181818181819,0.0999999999999999,0.0025645422935485,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.3862023809523809,,
qa_instruction,04_bm25_topk_20,,,BM25,20,porter_stemmer,,,1.0,0.3862023809523809,0.5313981753632365,0.0952380952380952,0.0499999999999999,0.0046900820732116,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 20}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/04_bm25_topk_20/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",0.3862023809523809,,
qa_instruction,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,space,,,1.0,0.3858690476190476,0.5310917191619713,0.1818181818181819,0.0999999999999999,0.0023929977416992,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'space'}",0.3858690476190476,,
qa_instruction,02_bm25_topk_05,,,BM25,5,porter_stemmer,,,0.71,0.344,0.4340522844083854,0.2366666666666667,0.142,0.0017537808418273,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/02_bm25_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.344,,
qa_instruction,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,porter_stemmer,,,0.71,0.344,0.4340522844083854,0.2366666666666667,0.142,0.001539990901947,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.344,,
qa_instruction,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,space,,,0.7,0.342,0.43018375633604,0.2333333333333333,0.1399999999999999,0.0014402270317077,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.342,,
qa_instruction,01_bm25_topk_03,,,BM25,3,porter_stemmer,,,0.47,0.29,0.3359487605714332,0.235,0.1566666666666666,0.0012200570106506,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 3}",{},rag_corpus/autorag/vega_lite/trials/qa_instruction/01_bm25_topk_03/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.29,,
qa_instruction,01_bm25_topk_03,,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/01_bm25_topk_03/0/retrieve_node_line/summary.csv,0.0012200570106506,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,01_bm25_topk_03,retrieve_node_line,lexical_retrieval,,3,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/01_bm25_topk_03/0/summary.csv,0.0012200570106506,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,02_bm25_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/02_bm25_topk_05/0/retrieve_node_line/summary.csv,0.0017537808418273,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,02_bm25_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/02_bm25_topk_05/0/summary.csv,0.0017537808418273,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,03_bm25_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/03_bm25_topk_10/0/retrieve_node_line/summary.csv,0.0032399702072143,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,03_bm25_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/03_bm25_topk_10/0/summary.csv,0.0032399702072143,0.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,04_bm25_topk_20,,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/04_bm25_topk_20/0/retrieve_node_line/summary.csv,0.0046900820732116,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,04_bm25_topk_20,retrieve_node_line,lexical_retrieval,,20,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/04_bm25_topk_20/0/summary.csv,0.0046900820732116,0.parquet,BM25,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,05_bm25_tokenizer_sweep_topk_05,,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/summary.csv,0.001539990901947,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,05_bm25_tokenizer_sweep_topk_05,retrieve_node_line,lexical_retrieval,,5,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/05_bm25_tokenizer_sweep_topk_05/0/summary.csv,0.001539990901947,0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,06_bm25_tokenizer_sweep_topk_10,,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/summary.csv,0.0025645422935485,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_instruction,06_bm25_tokenizer_sweep_topk_10,retrieve_node_line,lexical_retrieval,,10,,,,,,,,,,,{},{},rag_corpus/autorag/vega_lite/trials/qa_instruction/06_bm25_tokenizer_sweep_topk_10/0/summary.csv,0.0025645422935485,1.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",,,,,
qa_mixed_technical,03_bm25_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.7221547619047619,0.7887072169129764,0.1818181818181818,0.0999999999999999,0.0025547345479329,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/03_bm25_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.7221547619047619,,
qa_mixed_technical,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,porter_stemmer,,,1.0,0.7221547619047619,0.7887072169129764,0.1818181818181818,0.0999999999999999,0.0027979286511739,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,1.parquet,"{'top_k': 10, 'bm25_tokenizer': 'porter_stemmer'}",0.7221547619047619,,
qa_mixed_technical,04_bm25_topk_20,,,BM25,20,porter_stemmer,,,1.0,0.7221547619047619,0.7887072169129764,0.0952380952380952,0.0499999999999999,0.0047934436798095,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 20}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/04_bm25_topk_20/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 20, 'bm25_tokenizer': 'porter_stemmer'}",0.7221547619047619,,
qa_mixed_technical,06_bm25_tokenizer_sweep_topk_10,,,BM25,10,space,,,1.0,0.718765873015873,0.7862571242707465,0.1818181818181818,0.0999999999999999,0.0024903519948323,False,"{""bm25_tokenizer"": ""space"", ""top_k"": 10}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/06_bm25_tokenizer_sweep_topk_10/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 10, 'bm25_tokenizer': 'space'}",0.718765873015873,,
qa_mixed_technical,02_bm25_topk_05,,,BM25,5,porter_stemmer,,,0.8933333333333333,0.7065,0.7527727609028616,0.2977777777777778,0.1786666666666666,0.0016040436426798,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/02_bm25_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.7065,,
qa_mixed_technical,05_bm25_tokenizer_sweep_topk_05,,,BM25,5,porter_stemmer,,,0.8933333333333333,0.7065,0.7527727609028616,0.2977777777777778,0.1786666666666666,0.0015667541821797,True,"{""bm25_tokenizer"": ""porter_stemmer"", ""top_k"": 5}",{},rag_corpus/autorag/vega_lite/trials/qa_mixed_technical/05_bm25_tokenizer_sweep_topk_05/0/retrieve_node_line/lexical_retrieval/summary.csv,,,,,0.parquet,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.7065,,
